"country.ind","appln_filing_year","pat_tech_sum"
"CZE.Medium-High Tech",2000,9
"CZE.Medium-High Tech",2001,4
"CZE.Medium-High Tech",2002,8
"CZE.Medium-High Tech",2003,4
"CZE.Medium-High Tech",2004,2
"CZE.Medium-High Tech",2005,8
"CZE.Medium-High Tech",2006,8
"CZE.Medium-High Tech",2007,5
"CZE.Medium-High Tech",2008,5
"CZE.Medium-High Tech",2009,16
"CZE.Medium-High Tech",2010,13
"CZE.Medium-High Tech",2011,11
"CZE.Medium-High Tech",2012,9
"CZE.Medium-High Tech",2013,19
"CZE.Medium-Low Tech",2000,2
"CZE.Medium-Low Tech",2002,1
"CZE.Medium-Low Tech",2003,1
"CZE.Medium-Low Tech",2005,2
"CZE.Medium-Low Tech",2007,2
"CZE.Medium-Low Tech",2011,7
"CZE.Medium-Low Tech",2013,8
"DEU.High Tech",2000,281
"DEU.High Tech",2001,292
"DEU.High Tech",2002,420
"DEU.High Tech",2003,363
"DEU.High Tech",2004,275
"DEU.High Tech",2005,370
"DEU.High Tech",2006,430
"DEU.High Tech",2007,492
"DEU.High Tech",2008,596
"DEU.High Tech",2009,619
"DEU.High Tech",2010,676
"DEU.High Tech",2011,714
"DEU.High Tech",2012,719
"DEU.High Tech",2013,733
"DEU.High Tech",2014,39
"DEU.Low Tech",2000,103
"DEU.Low Tech",2001,62
"DEU.Low Tech",2002,107
"DEU.Low Tech",2003,96
"DEU.Low Tech",2004,106
"DEU.Low Tech",2005,138
"DEU.Low Tech",2006,142
"DEU.Low Tech",2007,206
"DEU.Low Tech",2008,128
"DEU.Low Tech",2009,177
"DEU.Low Tech",2010,186
"DEU.Low Tech",2011,220
"DEU.Low Tech",2012,236
"DEU.Low Tech",2013,202
"DEU.Low Tech",2014,7
"DEU.Medium-High Tech",2000,241
"DEU.Medium-High Tech",2001,235
"DEU.Medium-High Tech",2002,264
"DEU.Medium-High Tech",2003,284
"DEU.Medium-High Tech",2004,283
"DEU.Medium-High Tech",2005,395
"DEU.Medium-High Tech",2006,556
"DEU.Medium-High Tech",2007,696
"DEU.Medium-High Tech",2008,556
"DEU.Medium-High Tech",2009,525
"DEU.Medium-High Tech",2010,596
"DEU.Medium-High Tech",2011,698
"DEU.Medium-High Tech",2012,748
"DEU.Medium-High Tech",2013,698
"DEU.Medium-High Tech",2014,23
"DEU.Medium-Low Tech",2000,54
"DEU.Medium-Low Tech",2001,55
"DEU.Medium-Low Tech",2002,81
"DEU.Medium-Low Tech",2003,36
"DEU.Medium-Low Tech",2004,69
"DEU.Medium-Low Tech",2005,73
"DEU.Medium-Low Tech",2006,106
"DEU.Medium-Low Tech",2007,118
"DEU.Medium-Low Tech",2008,74
"DEU.Medium-Low Tech",2009,139
"DEU.Medium-Low Tech",2010,107
"DEU.Medium-Low Tech",2011,125
"DEU.Medium-Low Tech",2012,113
"DEU.Medium-Low Tech",2013,160
"DEU.Medium-Low Tech",2014,5
"DMA.High Tech",2000,1
"DNK.High Tech",2000,31
"DNK.High Tech",2001,44
"DNK.High Tech",2002,94
"DNK.High Tech",2003,73
"DNK.High Tech",2004,47
"DNK.High Tech",2005,65
"DNK.High Tech",2006,60
"DNK.High Tech",2007,53
"DNK.High Tech",2008,93
"DNK.High Tech",2009,125
"DNK.High Tech",2010,120
"DNK.High Tech",2011,114
"DNK.High Tech",2012,117
"DNK.High Tech",2013,105
"DNK.High Tech",2014,1
"DNK.Low Tech",2000,17
"DNK.Low Tech",2001,10
"DNK.Low Tech",2002,19
"DNK.Low Tech",2003,16
"DNK.Low Tech",2004,14
"DNK.Low Tech",2005,30
"DNK.Low Tech",2006,24
"DNK.Low Tech",2007,30
"DNK.Low Tech",2008,21
"DNK.Low Tech",2009,28
"DNK.Low Tech",2010,25
"DNK.Low Tech",2011,21
"DNK.Low Tech",2012,42
"DNK.Low Tech",2013,24
"DNK.Medium-High Tech",2000,35
"DNK.Medium-High Tech",2001,57
"DNK.Medium-High Tech",2002,33
"DNK.Medium-High Tech",2003,60
"DNK.Medium-High Tech",2004,53
"DNK.Medium-High Tech",2005,67
"DNK.Medium-High Tech",2006,51
"DNK.Medium-High Tech",2007,50
"DNK.Medium-High Tech",2008,47
"DNK.Medium-High Tech",2009,57
"DNK.Medium-High Tech",2010,56
"DNK.Medium-High Tech",2011,84
"DNK.Medium-High Tech",2012,100
"DNK.Medium-High Tech",2013,85
"DNK.Medium-High Tech",2014,3
"DNK.Medium-Low Tech",2000,11
"DNK.Medium-Low Tech",2001,8
"DNK.Medium-Low Tech",2002,8
"DNK.Medium-Low Tech",2003,15
"DNK.Medium-Low Tech",2004,10
"DNK.Medium-Low Tech",2005,18
"DNK.Medium-Low Tech",2006,16
"DNK.Medium-Low Tech",2007,28
"DNK.Medium-Low Tech",2008,10
"DNK.Medium-Low Tech",2009,26
"DNK.Medium-Low Tech",2010,13
"DNK.Medium-Low Tech",2011,11
"DNK.Medium-Low Tech",2012,21
"DNK.Medium-Low Tech",2013,9
"DNK.Medium-Low Tech",2014,1
"DOM.High Tech",2005,2
"DOM.High Tech",2008,2
"DOM.Low Tech",2008,1
"DOM.Medium-High Tech",2007,2
"DZA.High Tech",2007,1
"DZA.High Tech",2010,1
"DZA.Low Tech",2008,1
"DZA.Medium-High Tech",2001,1
"DZA.Medium-High Tech",2003,3
"DZA.Medium-High Tech",2004,2
"DZA.Medium-High Tech",2010,1
"DZA.Medium-Low Tech",2001,1
"DZA.Medium-Low Tech",2004,1
"ECU.High Tech",2006,1
"ECU.High Tech",2009,1
"ECU.Low Tech",2004,1
"ECU.Low Tech",2006,1
"ECU.Low Tech",2010,1
"ECU.Low Tech",2011,1
"ECU.Medium-High Tech",2005,1
"ECU.Medium-High Tech",2007,2
"ECU.Medium-High Tech",2008,1
"ECU.Medium-High Tech",2010,2
"ECU.Medium-High Tech",2012,2
"ECU.Medium-High Tech",2013,1
"ECU.Medium-Low Tech",2006,1
"ECU.Medium-Low Tech",2007,1
"EGY.High Tech",2002,2
"EGY.High Tech",2003,2
"EGY.High Tech",2004,5
"EGY.High Tech",2005,8
"EGY.High Tech",2006,7
"EGY.High Tech",2007,6
"EGY.High Tech",2008,4
"EGY.High Tech",2009,4
"EGY.High Tech",2010,6
"EGY.High Tech",2011,10
"EGY.High Tech",2012,16
"EGY.High Tech",2013,14
"EGY.Low Tech",2002,2
"EGY.Low Tech",2003,3
"EGY.Low Tech",2004,4
"EGY.Low Tech",2005,1
"EGY.Low Tech",2006,2
"EGY.Low Tech",2007,4
"EGY.Low Tech",2008,9
"EGY.Low Tech",2009,3
"EGY.Low Tech",2010,3
"EGY.Low Tech",2011,4
"EGY.Low Tech",2012,6
"EGY.Low Tech",2013,5
"EGY.Medium-High Tech",2001,1
"EGY.Medium-High Tech",2003,5
"EGY.Medium-High Tech",2004,8
"EGY.Medium-High Tech",2005,10
"EGY.Medium-High Tech",2006,19
"EGY.Medium-High Tech",2007,7
"EGY.Medium-High Tech",2008,12
"EGY.Medium-High Tech",2009,6
"EGY.Medium-High Tech",2010,12
"EGY.Medium-High Tech",2011,5
"EGY.Medium-High Tech",2012,14
"EGY.Medium-High Tech",2013,19
"EGY.Medium-High Tech",2014,1
"EGY.Medium-Low Tech",2005,2
"EGY.Medium-Low Tech",2007,1
"EGY.Medium-Low Tech",2008,1
"EGY.Medium-Low Tech",2009,1
"EGY.Medium-Low Tech",2012,2
"ERI.Medium-High Tech",2013,2
"ESP.High Tech",2000,22
"ESP.High Tech",2001,55
"ESP.High Tech",2002,67
"ESP.High Tech",2003,47
"ESP.High Tech",2004,48
"ESP.High Tech",2005,62
"ESP.High Tech",2006,109
"ESP.High Tech",2007,126
"ESP.High Tech",2008,92
"ESP.High Tech",2009,135
"ESP.High Tech",2010,152
"ESP.High Tech",2011,184
"ESP.High Tech",2012,130
"ESP.High Tech",2013,181
"ESP.High Tech",2014,5
"ESP.Low Tech",2000,31
"ESP.Low Tech",2001,45
"ESP.Low Tech",2002,68
"ESP.Low Tech",2003,50
"ESP.Low Tech",2004,60
"ESP.Low Tech",2005,77
"ESP.Low Tech",2006,62
"ESP.Low Tech",2007,77
"ESP.Low Tech",2008,79
"ESP.Low Tech",2009,57
"ESP.Low Tech",2010,95
"ESP.Low Tech",2011,66
"ESP.Low Tech",2012,49
"ESP.Low Tech",2013,98
"ESP.Medium-High Tech",2000,85
"ESP.Medium-High Tech",2001,116
"ESP.Medium-High Tech",2002,142
"ESP.Medium-High Tech",2003,108
"ESP.Medium-High Tech",2004,90
"ESP.Medium-High Tech",2005,123
"ESP.Medium-High Tech",2006,129
"ESP.Medium-High Tech",2007,123
"ESP.Medium-High Tech",2008,149
"ESP.Medium-High Tech",2009,159
"ESP.Medium-High Tech",2010,208
"ESP.Medium-High Tech",2011,205
